Title,Rating,Video Link,Muscle Group,Equipment
Standing One-Arm Dumbbell Triceps Extension,8.3,https://www.bodybuilding.com/exercises/detail/view/name/standing-one-arm-dumbbell-triceps-extension,Triceps,Dumbbell
Standing Overhead Barbell Triceps Extension,8.6,https://www.bodybuilding.com/exercises/detail/view/name/standing-overhead-barbell-triceps-extension,Triceps,Barbell
Standing Palm-In One-Arm Dumbbell Press,9.4,https://www.bodybuilding.com/exercises/detail/view/name/standing-palm-in-one-arm-dumbbell-press,Shoulders,Dumbbell
Standing Palms-In Dumbbell Press,9.3,https://www.bodybuilding.com/exercises/detail/view/name/standing-palms-in-dumbbell-press,Shoulders,Dumbbell
Standing Palms-Up Barbell Behind The Back Wrist Curl,9.3,https://www.bodybuilding.com/exercises/detail/view/name/standing-palms-up-barbell-behind-the-back-wrist-curl,Forearms,Barbell
Standing Rope Crunch,8.6,https://www.bodybuilding.com/exercises/detail/view/name/standing-rope-crunch,Abdominals,Cable
Step Mill,9.1,https://www.bodybuilding.com/exercises/detail/view/name/step-mill,Quadriceps,Machine
Step-up with Knee Raise,8.7,https://www.bodybuilding.com/exercises/detail/view/name/step-up-with-knee-raise,Glutes,Body Only
Stiff Leg Barbell Good Morning,8.1,https://www.bodybuilding.com/exercises/detail/view/name/stiff-leg-barbell-good-morning,Lower Back,Barbell
Stiff-Legged Barbell Deadlift,8.3,https://www.bodybuilding.com/exercises/detail/view/name/stiff-legged-barbell-deadlift,Hamstrings,Barbell
Stiff-Legged Dumbbell Deadlift,8.8,https://www.bodybuilding.com/exercises/detail/view/name/stiff-legged-dumbbell-deadlift,Hamstrings,Dumbbell
Stomach Vacuum,8.5,https://www.bodybuilding.com/exercises/detail/view/name/stomach-vacuum,Abdominals,Body Only
Straight Raises on Incline Bench,8.3,https://www.bodybuilding.com/exercises/detail/view/name/straight-raises-on-incline-bench,Shoulders,Barbell
Straight-Arm Dumbbell Pullover,8.4,https://www.bodybuilding.com/exercises/detail/view/name/straight-arm-dumbbell-pullover,Chest,Dumbbell
Straight-Arm Pulldown,8.3,https://www.bodybuilding.com/exercises/detail/view/name/straight-arm-pulldown,Lats,Cable
Sumo Deadlift,9.3,https://www.bodybuilding.com/exercises/detail/view/name/sumo-deadlift,Hamstrings,Barbell
Superman,8.3,https://www.bodybuilding.com/exercises/detail/view/name/superman,Lower Back,Body Only
Supine Chest Throw,8.2,https://www.bodybuilding.com/exercises/detail/view/name/supine-chest-throw,Triceps,Medicine Ball
Suspended Fallout,9.3,https://www.bodybuilding.com/exercises/detail/view/name/suspended-fallout,Abdominals,Other
T-Bar Row,8.9,https://www.bodybuilding.com/exercises/detail/view/name/t-bar-row,Middle Back,Barbell
T-Bar Row with Handle,9.5,https://www.bodybuilding.com/exercises/detail/view/name/t-bar-row-with-handle,Middle Back,Barbell
Tate Press,8.1,https://www.bodybuilding.com/exercises/detail/view/name/tate-press,Triceps,Dumbbell
Thigh Abductor,8.2,https://www.bodybuilding.com/exercises/detail/view/name/thigh-abductor,Abductors,Machine
Thigh Adductor,9,https://www.bodybuilding.com/exercises/detail/view/name/thigh-adductor,Adductors,Machine
Tire Flip,9.4,https://www.bodybuilding.com/exercises/detail/view/name/tire-flip,Quadriceps,Other
Trail Running/Walking,8.7,https://www.bodybuilding.com/exercises/detail/view/name/trail-runningwalking,Quadriceps,None
Trap Bar Deadlift,8.8,https://www.bodybuilding.com/exercises/detail/view/name/trap-bar-deadlift,Quadriceps,Other
Tricep Dumbbell Kickback,8.8,https://www.bodybuilding.com/exercises/detail/view/name/tricep-dumbbell-kickback,Triceps,Dumbbell
Triceps Overhead Extension with Rope,8.6,https://www.bodybuilding.com/exercises/detail/view/name/triceps-overhead-extension-with-rope,Triceps,Cable
Triceps Pushdown,8.6,https://www.bodybuilding.com/exercises/detail/view/name/triceps-pushdown,Triceps,Cable
Triceps Pushdown - Rope Attachment,8.9,https://www.bodybuilding.com/exercises/detail/view/name/triceps-pushdown-rope-attachment,Triceps,Cable
Triceps Pushdown - V-Bar Attachment,9.1,https://www.bodybuilding.com/exercises/detail/view/name/triceps-pushdown-v-bar-attachment,Triceps,Cable
Tuck Crunch,8.4,https://www.bodybuilding.com/exercises/detail/view/name/tuck-crunch,Abdominals,Body Only
Two-Arm Dumbbell Preacher Curl,8.3,https://www.bodybuilding.com/exercises/detail/view/name/two-arm-dumbbell-preacher-curl,Biceps,Dumbbell
Two-Arm Kettlebell Military Press,8.7,https://www.bodybuilding.com/exercises/detail/view/name/two-arm-kettlebell-military-press,Shoulders,Kettlebells
Underhand Cable Pulldowns,8.5,https://www.bodybuilding.com/exercises/detail/view/name/underhand-cable-pulldowns,Lats,Cable
Upright Barbell Row,8.3,https://www.bodybuilding.com/exercises/detail/view/name/upright-barbell-row,Shoulders,Barbell
Upright Cable Row,8.1,https://www.bodybuilding.com/exercises/detail/view/name/upright-cable-row,Traps,Cable
V-Bar Pulldown,8.9,https://www.bodybuilding.com/exercises/detail/view/name/v-bar-pulldown,Lats,Cable
V-Bar Pullup,8.8,https://www.bodybuilding.com/exercises/detail/view/name/v-bar-pullup,Lats,Body Only
Weighted Ball Hyperextension,8.3,https://www.bodybuilding.com/exercises/detail/view/name/weighted-ball-hyperextension,Lower Back,Exercise Ball
Weighted Bench Dip,9.1,https://www.bodybuilding.com/exercises/detail/view/name/weighted-bench-dip,Triceps,Other
Weighted Crunches,8.9,https://www.bodybuilding.com/exercises/detail/view/name/weighted-crunches,Abdominals,Medicine Ball
Weighted Jump Squat,9,https://www.bodybuilding.com/exercises/detail/view/name/weighted-jump-squat-,Quadriceps,Barbell
Weighted Pull Ups,9.5,https://www.bodybuilding.com/exercises/detail/view/name/weighted-pull-ups,Lats,Other
Weighted Sissy Squat,8.4,https://www.bodybuilding.com/exercises/detail/view/name/weighted-sissy-squat,Quadriceps,Barbell
Weighted Suitcase Crunch,9,https://www.bodybuilding.com/exercises/detail/view/name/weighted-suitcase-crunch,Abdominals,Medicine Ball
Wide Stance Stiff Legs,8.5,https://www.bodybuilding.com/exercises/detail/view/name/wide-stance-stiff-legs,Hamstrings,Barbell
Wide-Grip Barbell Bench Press,8.9,https://www.bodybuilding.com/exercises/detail/view/name/wide-grip-barbell-bench-press,Chest,Barbell
Wide-Grip Decline Barbell Bench Press,8.9,https://www.bodybuilding.com/exercises/detail/view/name/wide-grip-decline-barbell-bench-press,Chest,Barbell
Wide-Grip Lat Pulldown,8.6,https://www.bodybuilding.com/exercises/detail/view/name/wide-grip-lat-pulldown,Lats,Cable
Wide-Grip Pull-Up,8.9,https://www.bodybuilding.com/exercises/detail/view/name/wide-grip-pull-up,Lats,Body Only
Wide-Grip Rear Pull-Up,8.7,https://www.bodybuilding.com/exercises/detail/view/name/wide-grip-rear-pull-up,Lats,Body Only
Wide-Grip Standing Barbell Curl,9.3,https://www.bodybuilding.com/exercises/detail/view/name/wide-grip-standing-barbell-curl,Biceps,Barbell
Wide-Stance Barbell Squat,8.2,https://www.bodybuilding.com/exercises/detail/view/name/wide-stance-barbell-squat,Quadriceps,Barbell
